PC6,gemeente,nhh,bsr6et,pBehoudend_x,pCalculerend_x,pIdealistisch_x,pVolgend_x,pGemakzuchtig_x,pSober_x,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,P_HUURWON,P_KOOPWON,WOZWONING,G_GAS_WON,G_ELEK_WON,UITKMINAOW,AFS_SUPERM,AV1_SUPERM,AV3_SUPERM,AV5_SUPERM,STED,pBehoudend_y,pCalculerend_y,pIdealistisch_y,pVolgend_y,pGemakzuchtig_y,pSober_y,segments,seg_name,Adoption Rate,Referentie_2030,Vrijstaande_woning,2_onder_1_kap,Rijwoning_hoek,Rijwoning_tussen,Appartementen,dominant_built_type,Label_A_en_beter,Label_B,Label_C,Label_D,Label_E,Label_F,Label_G,dominant_energy_label,dominant_built_year,dominant_age_group
5241NA,'s-Hertogenbosch,7,Idealistische voortrekkers,14.3,28.6,57.1,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,43331,100.0,0.0,0.0,0.0,0.0,Vrijstaande_woning,50.0,50.0,0.0,0.0,0.0,0.0,0.0,Label_A_en_beter,WON_8594,INW_4564
5241NA,'s-Hertogenbosch,7,Idealistische voortrekkers,14.3,28.6,57.1,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,356514,68.75,12.5,12.5,6.25,0.0,Vrijstaande_woning,18.75,0.0,0.0,12.5,6.25,43.75,18.75,Label_F,WON_8594,INW_4564
5241NA,'s-Hertogenbosch,7,Idealistische voortrekkers,14.3,28.6,57.1,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,356514,100.0,0.0,0.0,0.0,0.0,Vrijstaande_woning,50.0,50.0,0.0,0.0,0.0,0.0,0.0,Label_A_en_beter,WON_8594,INW_4564
5241NB,'s-Hertogenbosch,3,Behoudende afwijzers,66.7,0.0,33.3,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,43331,68.75,12.5,12.5,6.25,0.0,Vrijstaande_woning,18.75,0.0,0.0,12.5,6.25,43.75,18.75,Label_F,WON_8594,INW_4564
5241NC,'s-Hertogenbosch,5,Calculerende individualisten,0.0,100.0,0.0,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,43331,68.75,12.5,12.5,6.25,0.0,Vrijstaande_woning,18.75,0.0,0.0,12.5,6.25,43.75,18.75,Label_F,WON_8594,INW_4564
5241TA,'s-Hertogenbosch,17,Volgende socialen,17.6,17.6,29.4,35.3,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TB,'s-Hertogenbosch,13,Calculerende individualisten,30.8,38.5,0.0,30.8,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TC,'s-Hertogenbosch,14,Calculerende individualisten,7.1,42.9,14.3,28.6,7.1,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,18.93,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TD,'s-Hertogenbosch,21,Calculerende individualisten,28.6,33.3,9.5,23.8,4.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,13.81,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TE,'s-Hertogenbosch,9,Idealistische voortrekkers,0.0,0.0,55.6,0.0,11.1,33.3,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,13.89,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TG,'s-Hertogenbosch,6,Idealistische voortrekkers,16.7,33.3,33.3,16.7,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TH,'s-Hertogenbosch,35,Volgende socialen,20.0,17.1,28.6,31.4,0.0,2.9,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TJ,'s-Hertogenbosch,14,Idealistische voortrekkers,7.1,21.4,28.6,14.3,14.3,14.3,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,24.29,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TK,'s-Hertogenbosch,14,Idealistische voortrekkers,0.0,0.0,50.0,0.0,35.7,14.3,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,38.21,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TL,'s-Hertogenbosch,23,Idealistische voortrekkers,13.0,21.7,39.1,26.1,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TM,'s-Hertogenbosch,34,Volgende socialen,8.8,26.5,0.0,64.7,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TN,'s-Hertogenbosch,18,Volgende socialen,16.7,22.2,0.0,44.4,11.1,5.6,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,24.17,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TP,'s-Hertogenbosch,36,Volgende socialen,8.3,13.9,11.1,36.1,16.7,13.9,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,27.08,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TS,'s-Hertogenbosch,30,Calculerende individualisten,6.7,46.7,3.3,43.3,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TT,'s-Hertogenbosch,24,Calculerende individualisten,4.2,37.5,16.7,25.0,0.0,16.7,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241TV,'s-Hertogenbosch,25,Gemakzuchtige ontplooiers,4.0,12.0,16.0,20.0,40.0,8.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,48.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VA,'s-Hertogenbosch,16,Gemakzuchtige ontplooiers,0.0,0.0,18.8,31.3,37.5,12.5,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,43.75,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1916828,22.04,10.97,16.07,34.17,16.75,Rijwoning_tussen,6.26,6.93,38.02,28.68,5.68,11.74,2.69,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1916828,20.31,9.48,22.05,40.14,8.03,Rijwoning_tussen,1.74,13.06,81.53,0.68,0.0,2.51,0.48,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1326066,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1326066,22.04,10.97,16.07,34.17,16.75,Rijwoning_tussen,6.26,6.93,38.02,28.68,5.68,11.74,2.69,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1326066,20.31,9.48,22.05,40.14,8.03,Rijwoning_tussen,1.74,13.06,81.53,0.68,0.0,2.51,0.48,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1332067,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1332067,22.04,10.97,16.07,34.17,16.75,Rijwoning_tussen,6.26,6.93,38.02,28.68,5.68,11.74,2.69,Label_C,WON_8594,INW_4564
5241VB,'s-Hertogenbosch,17,Volgende socialen,11.8,17.6,17.6,41.2,11.8,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.53,1332067,20.31,9.48,22.05,40.14,8.03,Rijwoning_tussen,1.74,13.06,81.53,0.68,0.0,2.51,0.48,Label_C,WON_8594,INW_4564
5241VC,'s-Hertogenbosch,16,Idealistische voortrekkers,12.5,25.0,31.3,25.0,6.3,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,19.38,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VG,'s-Hertogenbosch,2,Gemakzuchtige ontplooiers,0.0,0.0,0.0,50.0,50.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,65.0,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VL,'s-Hertogenbosch,23,Volgende socialen,17.4,17.4,4.3,52.2,4.3,4.3,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,14.57,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VM,'s-Hertogenbosch,18,Gemakzuchtige ontplooiers,0.0,16.7,5.6,27.8,33.3,16.7,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,44.44,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VN,'s-Hertogenbosch,19,Gemakzuchtige ontplooiers,10.5,10.5,10.5,26.3,26.3,15.8,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,34.74,1916828,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VN,'s-Hertogenbosch,19,Gemakzuchtige ontplooiers,10.5,10.5,10.5,26.3,26.3,15.8,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,34.74,1916828,22.04,10.97,16.07,34.17,16.75,Rijwoning_tussen,6.26,6.93,38.02,28.68,5.68,11.74,2.69,Label_C,WON_8594,INW_4564
5241VN,'s-Hertogenbosch,19,Gemakzuchtige ontplooiers,10.5,10.5,10.5,26.3,26.3,15.8,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,34.74,1326066,12.38,8.57,12.26,19.88,46.9,Appartementen,11.31,6.31,58.1,4.52,4.05,11.19,4.52,Label_C,WON_8594,INW_4564
5241VN,'s-Hertogenbosch,19,Gemakzuchtige ontplooiers,10.5,10.5,10.5,26.3,26.3,15.8,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,34.74,1326066,22.04,10.97,16.07,34.17,16.75,Rijwoning_tussen,6.26,6.93,38.02,28.68,5.68,11.74,2.69,Label_C,WON_8594,INW_4564
5241XA,'s-Hertogenbosch,8,Idealistische voortrekkers,0.0,37.5,62.5,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1586466,14.39,15.0,20.31,42.35,7.96,Rijwoning_tussen,4.39,9.18,7.76,55.71,9.39,10.31,3.27,Label_D,WON_8594,INW_4564
5241XB,'s-Hertogenbosch,10,Calculerende individualisten,0.0,70.0,20.0,0.0,10.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,23.0,1586466,14.39,15.0,20.31,42.35,7.96,Rijwoning_tussen,4.39,9.18,7.76,55.71,9.39,10.31,3.27,Label_D,WON_8594,INW_4564
5241XC,'s-Hertogenbosch,10,Idealistische voortrekkers,10.0,40.0,50.0,0.0,0.0,0.0,6355.0,49.02,50.98,13.61,11.72,18.8,32.89,22.97,90.0,10.0,0.0,2785.0,28.55,35.19,6.46,29.44,2.3,2795.0,4.11,10.73,25.22,9.12,42.93,4.65,2.15,30.0,70.0,275.0,1470.0,3370.0,7.08,0.8,0.8,5.1,15.1,3.0,14.1,26.2,16.6,28.4,9.1,5.5,0,S1,0.0,1586466,14.39,15.0,20.31,42.35,7.96,Rijwoning_tussen,4.39,9.18,7.76,55.71,9.39,10.31,3.27,Label_D,WON_8594,INW_4564
