id_mzml,id_molecule,source,retention_time_exp,retention_time,rt_diff,tic,mass_exp,mass,cosine_similarity_20,scholle_similarity_20,cosine_similarity_40,scholle_similarity_40,root_similarity_20,root_similarity_40,cosine_similarity_isotopic_mod,num_isotopic_exp_peaks,num_isotopic_the_peaks,acquisition_mode,niveau_de_confiance,found_peaks_isotopic,niveau_de_confiance_1,rt_diff_abs
31,89,INERIS,15.4802,12.995,2.485200000000001,10959.44140625,278.150535516784,278.15181,0.260252028951964,0.414983541014962,0.15341827078083,0.13247488443656,0.635947167108069,0.488100253619758,0.991619673859101,2,4,Data independant,0,1,0,2.485200000000001
85,35,INERIS,4.701033333333,4.584,0.1170333333330005,2513.18701171875,240.058302070789,240.05686,0.200170139352996,0.3449960057031731,0.0938724347613132,0.0737159712225115,0.319547858415055,0.246342163128295,0.990500382229052,1,4,Data independant,0,0,0,0.1170333333330005
60,145,INERIS,14.55185,15.805,-1.25315,1838.12915039062,530.468965297012,530.4699,0.999608112953269,0.9996316761885851,0.062084184791917,0.0207651560574359,0.982322678825063,0.157351877697205,0.930085060819182,1,5,Data independant,0,0,0,1.25315
50,96,INERIS,7.8925,13.038,-5.1455,1075.25805664062,394.074137772018,394.07407,,,,,,,0.97737307349525,1,4,Data independant,0,0,0,5.1455
40,89,INERIS,18.838666666667,12.995,5.843666666667,11804.2060546875,278.150054341373,278.15181,0.204145745109797,0.28602554807153,0.185616130926878,0.192049616672872,0.577996969284953,0.5483957894022311,0.991619673859101,2,4,Data independant,0,1,0,5.843666666667
64,284,INERIS,10.527383333333,8.002,2.525383333333,1462.25,435.225961326058,435.22704,0.0214788444390742,0.00731076284176735,0.0265982256418409,0.0233577599781237,0.0892794291288049,0.174742405587824,0.961485512989047,1,4,Data independant,0,0,0,2.525383333333
42,89,INERIS,17.758716666667,12.995,4.763716666666999,10965.1748046875,278.150488757916,278.15181,0.186894868977051,0.243660651155582,0.164650618946298,0.14603475658423,0.55561234393858,0.516702802075222,0.991619673859101,2,4,Data independant,0,1,0,4.763716666666999
32,89,INERIS,11.246816666667,12.995,-1.748183333332999,10201.173828125,278.152889956803,278.15181,0.133462202638633,0.106989164922071,0.11280335075426,0.0780150432583282,0.455260646066711,0.430623588664884,0.984422300120622,1,4,Data independant,0,0,0,1.748183333332999
44,204,INERIS,8.932133333333,9.334,-0.401866666666999,16819.314453125,399.943014344206,399.94388,1.0,1.0,0.85436642097748,0.5208583767702729,1.0,0.8380608718215351,0.811205055701265,2,4,Data independant,0,1,0,0.401866666666999
58,35,INERIS,7.534566666667,4.584,2.950566666667,3166.01049804688,240.055153623826,240.05686,0.125794191629159,0.136053240843124,0.218107792375223,0.199027557146315,0.317509112984643,0.3613486646919821,0.990500382229052,1,4,Data independant,0,0,0,2.950566666667
32,271,INERIS,10.295316666667,11.383,-1.087683333332999,409305.53125,263.187482817161,263.18853,1.0,1.0,1.0,1.0,1.0,1.0,0.9998402023609408,3,4,Data independant,0,1,0,1.087683333332999
32,58,INERIS,10.629633333333,12.206,-1.576366666666999,11980.18359375,379.248324463245,379.24711,0.04952513214178299,0.0396696532802107,0.08762846598769501,0.0998861202855307,0.274425760554194,0.447204416555323,0.9734578258319878,1,4,Data independant,0,0,0,1.576366666666999
85,284,INERIS,7.23405,8.002,-0.7679500000000008,1473.185546875,435.228413211258,435.22704,0.221280386235031,0.481352872532504,0.0381029170643625,0.0491534689958919,0.348691698914719,0.22718707271973,0.961485512989047,1,4,Data independant,0,0,0,0.7679500000000008
64,145,INERIS,17.805166666667,15.805,2.000166666666999,62979.796875,530.468566220577,530.4699,0.999608112953269,0.9996316761885851,0.3999386491489311,0.8345796693182241,0.982322678825063,0.5007573937534621,0.999893735694145,4,5,Data independant,0,1,0,2.000166666666999
70,145,INERIS,19.0335,15.805,3.2285,59806.8359375,530.468352101394,530.4699,0.999608112953269,0.9996316761885851,0.380890786247039,0.8241935706128148,0.982322678825063,0.4766885815034521,0.99946189125637,4,5,Data independant,0,1,0,3.2285
32,89,INERIS,9.009533333333,12.995,-3.985466666667,17870.99609375,278.150491011527,278.15181,0.547487152204241,0.823047634306922,0.21377476669068,0.184643977419095,0.801153398787673,0.563315056423412,0.984422300120622,1,4,Data independant,0,0,0,3.985466666667
72,145,INERIS,16.349733333333,15.805,0.5447333333330029,63830.9453125,530.468210011391,530.4699,0.999608112953269,0.9996316761885851,0.178073808803546,0.190806939306243,0.982322678825063,0.339254114672091,0.999771511983905,4,5,Data independant,0,1,0,0.5447333333330029
77,145,INERIS,18.888083333333,15.805,3.083083333333001,62277.0859375,530.468590320282,530.4699,0.999608112953269,0.9996316761885851,0.318616701078891,0.760427327337066,0.982322678825063,0.459445127823074,0.999660599710528,4,5,Data independant,0,1,0,3.083083333333001
68,145,INERIS,14.2734,15.805,-1.531599999999999,1317.97253417969,530.4696859905159,530.4699,0.999608112953269,0.9996316761885851,0.0598907339744699,0.0164390539605839,0.982322678825063,0.137425883034601,0.930085060819182,1,5,Data independant,0,0,0,1.531599999999999
77,145,INERIS,16.355066666667,15.805,0.550066666667,71835.6875,530.468707362588,530.4699,0.999608112953269,0.9996316761885851,0.200791755024474,0.220658112291756,0.982322678825063,0.346465074675403,0.999800707353971,4,5,Data independant,0,1,0,0.550066666667
32,89,INERIS,9.819583333333,12.995,-3.175416666666999,48455.8125,278.152006060687,278.15181,0.132840056189808,0.105365515819785,0.194832579395442,0.16092823646933,0.453541617804057,0.548574918936602,0.0124268343475331,2,4,Data independant,0,1,0,3.175416666666999
38,89,INERIS,11.46675,12.995,-1.52825,10851.275390625,278.15326108472,278.15181,0.108559683405098,0.0417711239211443,0.177301118308439,0.0927548567026686,0.31158116581613,0.4688020686748779,0.984422300120622,1,4,Data independant,0,0,0,1.52825
60,142,INERIS,6.734216666667,10.175,-3.440783333333001,1503.71032714844,428.231778720537,428.2324599999999,,,0.00996897731578272,0.00426544993091782,,0.0902253699165119,0.9580236034861881,1,4,Data independant,0,0,0,3.440783333333001
70,142,INERIS,10.4701,10.175,0.2950999999999997,3422.0556640625,428.230927915575,428.2324599999999,,,,,,,0.9580236034861881,1,4,Data independant,0,0,0,0.2950999999999997
85,284,INERIS,8.262733333333,8.002,0.2607333333329986,2059.89428710938,435.228170533934,435.22704,0.313231746654058,0.6182484625280911,0.0411575485149772,0.0459808430548705,0.343592759383766,0.2285794818068,0.961485512989047,1,4,Data independant,0,0,0,0.2607333333329986
8,89,INERIS,7.118266666667,12.995,-5.876733333332999,13794.4560546875,278.150310549981,278.15181,0.249267259542351,0.390924173411603,0.199525978953576,0.180087698356738,0.6259445652181651,0.563930284349309,0.984422300120622,1,4,Data independant,0,0,0,5.876733333332999
8,89,INERIS,8.018316666667,12.995,-4.976683333333,23654.46484375,278.153775946386,278.15181,0.185948821745709,0.241306361929786,0.163623989770939,0.117221696616323,0.554296047060939,0.4711726848472539,0.991619673859101,2,4,Data independant,0,1,0,4.976683333333
42,89,INERIS,6.533633333333,12.995,-6.461366666666999,10770.111328125,278.151916475208,278.15181,0.25120879833785,0.395222347808563,0.137100301158711,0.0849314889509329,0.627751702818803,0.444459001085969,0.984422300120622,1,4,Data independant,0,0,0,6.461366666666999
60,103,INERIS,5.34555,11.03,-5.684449999999999,1173.07446289062,232.016280636948,232.01701,,,0.0144881162109252,0.00774776737572158,,0.0988051940629978,0.8315448320180919,1,6,Data independant,0,0,0,5.684449999999999
46,209,INERIS,10.124683333333,10.417,-0.2923166666670003,2860.60278320312,499.936668862639,499.93749,1.0,1.0,0.266298253161838,0.045393548532461,1.0,0.485533549780195,0.9939556887426328,1,4,Data independant,0,0,0,0.2923166666670003
50,92,INERIS,7.8925,9.133,-1.240499999999999,1983.08276367188,295.015174829703,295.01668,0.0429319109586206,0.0383162795668486,0.283124789537229,0.271752700161686,0.177978521157663,0.315030659256066,0.8226387698987899,1,7,Data independant,0,0,0,1.240499999999999
38,89,INERIS,19.36175,12.995,6.366750000000001,10324.451171875,278.150563663793,278.15181,0.190583540306625,0.253041160518199,0.180489727852877,0.178942703844997,0.565560262901108,0.53685870528242,0.991619673859101,2,4,Data independant,0,1,0,6.366750000000001
38,168,INERIS,10.000933333333,8.275,1.725933333333,16525.396484375,329.131174708395,329.12969,0.0204532122848946,0.00716679585683178,0.0597594773238981,0.0511495143903344,0.196283261313797,0.32411558631074,0.9820877844295409,1,5,Data independant,0,0,0,1.725933333333
64,96,INERIS,8.380083333333,13.038,-4.657916666667001,1073.7314453125,394.073566880235,394.07407,,,0.146165203354974,0.0929913695833229,,0.298423335115226,0.97737307349525,1,4,Data independant,0,0,0,4.657916666667001
58,35,INERIS,6.184483333333,4.584,1.600483333333,1731.03759765625,240.056444882189,240.05686,0.0837187063613237,0.0854753711238627,0.214841606690575,0.195803400457879,0.22991791576618,0.417651018208947,0.990500382229052,1,4,Data independant,0,0,0,1.600483333333
