Site;Type;Site #;Moment;Dates;Year;Season;2378-TCDD;12378-PCDD;123478-HxCDD;123678-HxCDD;123789-HxCDD;1234678-HpCDD;OCDD;2378-TCDF;12378-PeCDF;23478-PeCDF;123478-HxCDF;123678-HxCDF;234678-HxCDF;123789-HxCDF;1234678-HpCDF;1234789-HpCDF;OCDF;PCB-77;PCB-81;PCB-105;PCB-114;PCB-118;PCB-123;PCB-126;PCB-156;PCB-157;PCB-167;PCB-169;PCB-189;Total TCDF;Total TCDD;Total PeCDF;Total PeCDD;Total HxCDF;Total HxCDD;Total HpCDF;Total HpCDD;DF- TEQ;PCB - TEQ;TOTAL
Monmouth, IL;Rural;6;15;05/03 - 05/28;2001;Spring;0,499989676;2,860371301;4,172358555;8,757739065;8,522238847;137,1214961;504,0986763;1,752504159;1,470083213;2,274011621;2,638917416;2,517581009;3,097365809;0,30603074;16,72978007;1,960808286;14,57561056;54,5649223;;245,058299;;569,7808227;;3,340337481;39,8688719;9,034780565;;0,580980233;;76,09077787;7,270919796;32,38337196;26,97672927;34,52708143;120,6956548;30,06273847;301,8332773;8,97686365;0,382831931;9,35969558
Monmouth, IL;Rural;6;16;08/02 - 08/27;2001;Summer;0,523960912;2,867484449;3,214531153;9,502062091;7,721125735;172,2421983;672,913239;1,80629406;1,666531836;2,543731449;3,006656959;2,878394158;3,261118561;0,315791861;18,66621805;1,93750543;16,93452281;79,48047692;;329,8668601;;867,0544676;;4,029515936;41,11427214;9,10341541;;0,47471979;;58,88618886;17,05836276;35,59484372;26,7287882;49,189816;102,1658909;32,9473226;393,8181027;9,510571753;0,462555405;9,973127159
Monmouth, IL;Rural;6;17;11/01 - 11/26;2001;Fall;1,124227215;7,57753457;10,34150102;19,19782957;20,7709951;327,9128227;1030,12905;2,90348177;2,493619325;4,800542833;5,740100388;4,881299629;7,031630211;0,707128498;35,08144657;3,726969522;24,76860119;34,00787326;;141,7397538;;345,7658635;;3,586585846;27,72997314;6,207563558;;0,777175611;;106,612574;40,93906402;54,74934437;80,41900615;60,42316051;254,6886971;61,62438166;703,9370128;21,35781152;0,401017935;21,75882945
Monmouth, IL;Rural;6;18;02/07 - 03/04;2002;Winter;0,859262166;4,598029694;7,076921097;17,34927889;15,55821175;179,2150841;566,2345212;0,953123677;1,031292255;1,635618265;2,538998302;2,564166215;3,436160384;0,509280126;17,46209036;1,856503715;15,64378266;16,06305048;;101,3585888;;204,0928261;;2,140160901;24,75515942;5,471504329;;0,377518698;;34,24820018;20,38749015;18,83951545;42,41237513;25,31033397;190,2285629;33,77000983;371,2782398;13,13743042;0,237018298;13,37444872
Monmouth, IL;Rural;6;19;05/02 - 05/27;2002;Spring;0,646055121;4,637343374;5,97190424;13,34189035;13,50766469;188,6229967;626,572763;1,662081375;1,370814318;2,682755508;3,608612918;3,074106883;3,952555932;0,402816142;21,22934028;2,208362036;15,88056162;34,35525921;;259,3128916;;627,9212675;;3,360726062;57,26403294;12,48606098;;0,559604579;;53,57175821;16,09188517;25,40065636;54,3504328;43,85118497;170,8237908;35,61700331;420,1319689;12,99485582;0,385005797;13,37986161
Monmouth, IL;Rural;6;20;08/01 - 08/26;2002;Summer;0,549385366;3,025472145;3,4303838;6,962091829;6,899679186;110,9219071;428,9617118;2,219886731;1,61386767;2,618248911;3,197299546;2,983863716;3,794072289;0,191475825;22,72513688;2,119333028;13,97041525;70,40107633;4,765706155;319,9888514;23,96992238;768,7272807;17,94170862;4,06144497;46,2535476;9,993728186;16,61177995;0,522031677;2,347794123;67,66069897;19,55403524;53,15553837;42,27262265;45,11663581;94,99820725;37,55931229;249,5985625;8,867166914;0,466450305;9,33361722
Monmouth, IL;Rural;6;21;10/31 - 11/25;2002;Fall;1,633341688;11,27547653;14,39191945;29,78389148;27,134915;387,206404;1192,146631;3,222727576;5,32307056;12,81416208;11,54642101;11,11151442;20,89877318;0,773761611;52,31112237;5,123990326;26,54674454;21,21390603;3,967650461;81,79941692;8,223455607;188,0245366;4,507446283;6,028223913;18,16886221;5,434936907;5,784025028;1,639621087;4,057887764;240,8912696;129,6633287;182,6335555;304,4883342;159,3555875;496,7023934;90,58034369;872,9577566;33,61117452;0,664802727;34,27597724
Monmouth, IL;Rural;6;22;02/13 - 03/10;2003;Winter;0,652573754;4,273463039;5,657130955;9,868754087;10,22392671;161,7618048;469,901924;2,228270855;2,399957965;4,277938295;4,347101349;4,035460765;5,664454102;0,393822565;22,07074413;2,768963199;20,06420189;28,43577929;2,873928304;104,9764967;9,102264715;270,5495926;5,135560161;3,089147454;19,45068492;4,658741932;6,663656808;0,672102146;2,197757743;102,1404046;25,53296524;62,90420422;60,45135687;50,27381009;138,9266055;41,63290362;345,8152687;12,53631412;0,345465609;12,88177973
Monmouth, IL;Rural;6;23;05/01 - 05/26;2003;Spring;0,790063218;4,247310658;5,601951899;10,70622164;11,7396474;161,4727745;586,7805289;2,399024079;1,920949328;3,16140625;3,537407139;3,147565726;3,759432204;0,288920929;15,17613405;2,138937574;17,30815136;64,91724556;4,947410474;200,399247;17,82774768;514,6944688;13,06718428;3,683309325;26,93769561;6,259953455;7,117489226;0,586492185;1,962470899;98,92514194;27,62626166;55,5281804;59,04367338;43,58957548;149,9390049;30,31766679;360,4303003;12,1305464;0,417549633;12,54809603
Monmouth, IL;Rural;6;24;07/31 - 08/25;2003;Summer;0,5135605;2,648455626;3,392946015;6,796921518;6,98166543;111,2957985;367,0751226;1,777815476;1,408327653;2,409253621;2,560219728;2,512655064;2,693952261;0,160616908;12,10761963;1,271148406;11,23353276;74,49453558;5,083214937;430,8393457;31,96827945;973,6969213;19,18855044;4,433164532;75,41687645;16,01550483;30,15117143;0,412227086;2,417525737;73,36332379;16,46771381;47,84729438;38,1606472;39,52347822;70,94855543;23,34390977;246,3560059;7,974959544;0,512048509;8,487008053
Monmouth, IL;Rural;6;25;11/06 - 12/01;2003;Fall;0,976239383;6,810683414;9,593369575;17,99362673;19,13391907;267,2074697;882,4060627;4,068389079;3,635885826;7,996960297;8,869423756;7,709246207;10,39312775;0,816536314;28,36935492;5,30437898;35,70575349;33,94342702;3,573123141;178,6561571;14,75855211;402,3647363;9,778550565;4,364181534;36,9665999;8,707235036;15,28861716;1,132213976;5,541758639;137,878433;49,63844809;86,5615491;95,96476638;98,98172514;270,3145333;49,45202428;618,3056566;21,43709689;0,495012719;21,93210961
Monmouth, IL;Rural;6;26;02/18 - 03/15;2004;Winter;0,768521614;4,226165531;5,647860182;10,65755202;10,10612956;154,7358954;482,9635523;23,1137916;10,40716121;15,09050098;9,74836141;9,297282831;14,22726224;1,099562651;31,44561622;4,213505322;23,14661437;50,22586496;4,686622044;889,7313986;60,49329496;2227,259101;32,19913314;12,340891;250,915039;54,66490957;93,32028072;1,928571933;16,86011694;344,6390398;46,92483252;181,7162088;81,99455097;108,0694249;144,1857207;55,9496864;335,2611067;20,27961574;1,40713813;21,68675387
Monmouth, IL;Rural;6;27;05/25 - 06/23;2004;Spring;0,631800324;3,530507422;4,793506927;8,641417366;8,840395394;150,2855194;530,5078835;2,522392158;2,067327605;3,530507422;4,001201669;3,682596368;4,815148042;0,397956055;18,81694931;2,394950037;20,07513968;60,86563536;4,433422823;267,5082246;23,59482655;692,8162445;13,9164391;4,207994544;37,42109433;8,461074743;17,13254921;0,757439018;2,389539759;98,38832271;32,01502363;66,91853494;56,8902828;54,34564839;128,002986;36,5362132;338,1424187;10,93309029;0,482836415;11,41592671
Monmouth, IL;Rural;6;28;08/03 - 09/07;2004;Summer;0,74488316;4,605434827;7,001782805;13,93103908;14,43278001;294,2674893;1196,39055;1,417834266;1,502250395;2,557451998;3,292823481;2,97715472;3,819532563;0,294861969;18,76534862;2,416560291;24,27379823;42,98564366;3,223269347;184,2887307;16,73341674;497,8768126;9,999149837;2,759575122;24,04908487;5,28789761;10,68755742;0,419108242;1,531379904;37,36305394;19,988788;43,31557994;68,71948422;42,16645053;185,7749301;40,83243791;848,6198807;14,40009527;0,316309925;14,7164052
Monmouth, IL;Rural;6;29;11/02 - 11/10;2004;Fall;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
McNay, IA;Rural;7;1;06/16 - 07/14;1998;Summer;1,078558029;5,52855611;3,824156055;6,778530878;6,05599223;66,0931179;299,1866741;1,16939425;1,577424693;2,198871418;3,089652421;3,331882343;3,274255063;0,722294465;24,00688989;3,31796389;18,79674892;55,59372054;;316,5537293;;793,0024044;;3,793144765;65,95075898;13,92895306;;0,325984824;;51,26923272;13,86375609;44,50803886;43,20092518;63,43591426;82,84507512;38,82418212;143,8779806;11,16828882;0,430336469;11,59862529
McNay, IA;Rural;7;2;08/18 - 09/15;1998;Summer;1,512328262;5,629726363;4,964488204;8,543781514;8,071571858;107,2879898;413,3028986;0,727640619;1,430133978;2,331709811;3,067500005;3,155748259;3,160870849;0,621230455;21,71791866;1,732366786;21,62734196;41,14021848;;197,8213848;;468,0615225;;2,498659674;28,30673357;5,771761812;;0,222134128;;48,9321435;12,99740779;34,26570276;30,96186508;68,42429682;102,1919441;37,35066614;228,7848798;12,55361659;0,281642855;12,83525944
McNay, IA;Rural;7;3;11/24 - 12/22;1998;Fall;2,027068331;10,35273963;12,76761291;25,2685131;24,55925865;321,6888504;1133,464523;1,868538213;2,703790544;5,169011334;5,440887904;5,015645064;6,707063308;2,538805617;33,11781947;3,988297606;23,74543628;32,54075951;;172,473797;;473,8447149;;5,362913807;32,84232821;7,830458329;;0,712352761;;73,32121227;44,09176996;57,7790641;97,53320217;65,31053566;308,4239589;63,89486687;658,7618352;26,36337022;0,581525778;26,944896
McNay, IA;Rural;7;4;01/26 - 02/23;1999;Winter;0,516576623;2,929849525;4,297682456;8,464484588;9,014983254;135,1633152;528,3334158;1,145336381;1,832324527;3,120026648;3,692160633;3,212711285;4,374073828;1,494172508;21,88692951;2,517175852;26,08818789;20,08986254;;92,9148797;;242,1016209;;2,492869506;20,07490479;4,78567909;;0,500817564;;68,13736476;14,82847354;39,43477564;21,5792272;35,22016213;101,0492254;36,56368871;291,5100114;9,768965058;0,277116776;10,04608183
McNay, IA;Rural;7;5;03/23 - 04/20;1999;Spring;1,454896413;7,510484192;10,40164527;20,14226856;20,8518951;305,1483211;956,5868307;1,574517629;1,69440887;2,85362756;3,864332324;3,416360322;4,08602311;1,289100868;22,09212138;2,515555862;21,96061905;40,43953166;;0;;0;;3,51626969;0;0;;0,457152863;;72,12457249;29,95498862;41,7496945;76,39637302;48,40905889;284,6320674;44,68865006;667,6440791;20,02603968;0,369385508;20,39542518
McNay, IA;Rural;7;6;05/18 - 06/15;1999;Spring;0,836621075;2,551159419;3,46689007;6,54121753;6,494697119;88,48729408;306,6122951;0,758755361;0,981655297;1,781209307;2,320547544;2,375277439;2,582504723;0,695069665;18,42432157;1,691651297;16,00127986;50,64978124;;201,1734112;;562,7514373;;2,168050155;20,88069877;4,592335727;;0,266683852;;;;;;;;;;7,657905632;0,253552446;7,911458078
McNay, IA;Rural;7;7;07/13 - 08/10;1999;Summer;1,723855938;7,051847261;5,706506701;11,64814056;10,47619399;106,9624448;402,31069;1,642938745;2,088598177;2,953846457;4,730089513;5,94237171;5,044412225;0,956249377;38,31269207;2,300114243;40,84178475;46,51730189;;254,9840933;;594,0603337;;4,007245655;44,71793964;10,24967504;;0,364004393;;62,33550629;19,7477302;55,29128345;34,98352757;126,5389946;133,2138022;64,66464251;236,9051264;15,94790362;0,443416789;16,39132041
McNay, IA;Rural;7;8;08/24 - 09/21;1999;Summer;0,662167099;2,97456889;4,819484248;9,511035486;8,997027959;127,1153508;437,160494;1,489433517;1,815081178;3,184672311;4,476896841;1,549101877;6,062153699;1,90104407;27,45680049;3,209702682;25,32972458;94,87850789;;310,2686467;;740,7290917;;5,463953105;60,10424265;14,11662383;;0,866961047;;63,85854553;19,50321033;47,33597206;42,0712506;55,79472061;121,6559487;45,46046402;281,8824356;10,24377349;0,615648551;10,85942204
McNay, IA;Rural;7;9;11/09 - 12/07;1999;Fall;0,910722037;5,110114311;14,60888439;6,927217479;15,06844161;224,3354073;671,9751121;2,349008827;2,709304008;6,001157575;6,996671972;5,901316741;8,156562003;2,69859644;36,77383881;5,060338591;42,34351035;15,13789611;;87,33584141;;244,0107076;;2,948053827;17,8156562;4,112284763;;0,697149472;;94,18665895;20,20431197;65,68832296;25,19461728;65,74822746;187,4782231;66,73679641;465,8008971;17,04912412;0,327831891;17,37695601
McNay, IA;Rural;7;10;01/18 - 02/15;2000;Winter;0,651781372;3,846432288;6,283398514;11,63151604;11,43904569;144,7409793;444,1394745;2,102002362;2,025549687;3,728034759;3,957987749;3,424901387;4,986677838;1,450815953;19,75959566;2,297745011;18,5687783;15,79982302;;109,1729336;;267,6334497;;2,983141762;20,35812789;4,974183626;;0,573543809;;75,69945332;13,61988058;44,55435859;37,58377844;41,99245025;157,4901323;34,18862518;314,1743879;12,01182081;0,329164634;12,34098544
McNay, IA;Rural;7;11;04/04 - 05/02;2000;Spring;0,573082185;4,43993976;5,885308024;12,06258406;11,44644835;178,3074308;562,2753894;1,340447915;1,510129446;2,39797268;2,776409527;2,608175173;3,792689741;1,098769316;15,55824067;1,963457715;18,76771798;35,65012582;;249,6583337;;643,8987181;;4,892906235;70,3816559;17,78327567;;0,444283411;;65,70654984;12,96960239;30,35960764;15,67546203;31,78109748;134,8320559;29,2941234;406,6144734;12,01140507;0,535635798;12,54704086
McNay, IA;Rural;7;12;08/22 - 09/19;2000;Summer;2,365545766;14,67181647;17,07492893;32,85033926;33,05233247;479,666853;2256,955483;2,032358096;2,113559948;3,703209015;5,76533149;5,750015839;6,864590725;0,931365014;38,78269804;4,116153664;40,63213524;57,41433294;;320,0549323;;860,909837;;4,774726691;46,37926133;10,39499295;;0,481142646;;74,67940713;56,10701202;58,31506665;173,8774389;100,717749;448,5353344;71,06000074;1099,332345;34,55879126;0,534780552;35,09357181
McNay, IA;Rural;7;13;11/22 - 12/19;2000;Fall;0,950916483;5,65457223;8,933993028;17,47255544;33,44769559;260,2635306;946,5988433;1,867168595;2,174440438;5,004936217;4,727193284;4,229909326;6,375676764;0,37189308;31,11277195;3,932480453;27,65104223;15,36188033;;112,0048663;;286,890476;;2,689270559;23,25209059;5,566841412;;0,772031204;;37,34979122;9,000326086;27,65831747;21,19876148;53,69939218;257,7373109;58,60290301;487,8886288;19,1601741;0,306455608;19,46662971
McNay, IA;Rural;7;14;01/31 - 02/26;2001;Winter;0,447145046;2,944890042;4,352131432;6,991854019;7,514447259;105,5922782;358,8178697;2,041440105;1,684929311;3,286696875;3,655260096;3,329844564;4,782162031;0,781238326;20,38860886;2,783869615;16,38141789;27,43035992;;122,5025566;;274,1266696;;2,895234042;29,13553731;6,501079187;;0,645286948;;76,82217044;15,98055416;40,89509045;29,53832943;39,95765267;98,30297024;32,43693815;237,0056762;9,173637165;0,324593024;9,498230189
McNay, IA;Rural;7;15;05/03 - 05/28;2001;Spring;0,68409899;3,199554585;3,482288296;7,422780091;7,042109755;132,4616181;538,5339758;1,11810981;0,989859467;1,590012778;2,207071815;2,293932275;2,489805527;0,2124875;14,73800478;1,560573494;11,95817859;37,20746491;;201,8351435;;508,2257964;;2,416353057;32,18850432;6,853523454;;0;;42,84261011;9,115684622;26,35253075;25,6678488;39,65588056;92,66495366;26,22981849;286,2979048;8,66996131;0,267829141;8,937790451
McNay, IA;Rural;7;16;08/02 - 08/27;2001;Summer;1,223795609;5,063284641;3,989105772;9,88972425;8,618848471;83,24409659;272,4093351;1,311312736;1,239392721;1,992675456;2,633890054;3,041147974;3,251708984;0,157992966;21,16932447;1,321710811;9,01484181;49,12454793;;188,9338813;;468,9384322;;2,503914122;27,05579001;5,66983899;;0;;61,62881026;19,52758403;40,86963207;40,15187609;75,49319851;106,6233007;30,19745271;191,6558662;11,35321636;0,276021805;11,62923817
McNay, IA;Rural;7;17;11/01 - 11/26;2001;Fall;1,719960709;9,981495772;12,68335086;25,41420811;27,81185051;450,1031286;1664,120939;2,654634864;2,63975334;4,931794158;6,130329174;5,649827672;7,870322703;0,776701059;53,19515084;5,06572787;33,92586725;29,08965826;;140,0657587;;317,4781318;;3,798222716;30,45332095;6,705271115;;0,855401424;;124,1471074;55,56875386;52,29825286;107,3295548;80,90912672;319,1477242;83,29389088;914,3239581;27,75236394;0,423234355;28,17559829
McNay, IA;Rural;7;18;02/07 - 03/04;2002;Winter;0,485476616;2,597487618;5,073967084;8,467971363;9,50448271;118,3176692;399,534259;1,238095332;1,005609505;1,831006393;2,882824261;2,574672238;3,977096062;0,39565911;17,84191545;2,055405757;13,90294128;20,40647961;;82,7675538;;187,2735433;;1,921401503;20,85181271;4,92465631;;0,377464567;;42,02852797;14,41007807;22,20398494;27,2623567;35,64253217;118,9235764;32,95060621;251,4231699;8,580092317;0,214379262;8,79447158
McNay, IA;Rural;7;19;05/02 - 05/27;2002;Spring;0,771724683;4,650381899;4,084920742;8,171534482;8,118769394;140,8734734;437,6198136;1,138258636;1,215572187;1,646157879;2,558401352;2,700048807;2,578717322;0,22770816;17,92912543;1,235888157;12,34054077;40,51822642;;183,1208146;;437,1076819;;2,284135761;34,47309676;7,532992268;;0,327595012;;61,249827;14,42941748;29,55522126;43,83198681;47,22503592;110,9212443;28,30466046;318,6757365;10,64562998;0,262160287;10,90779026
McNay, IA;Rural;7;20;05/02 - 05/27;2002;Spring;0,803027651;4,320195791;3,265858835;6,345487308;6,065705966;78,80914526;301,7672739;1,170258819;1,425926089;2,200772234;2,841683593;3,179571132;3,33471468;0,166764787;18,43506278;1,183042183;9,848419429;38,27251863;2,355044188;164,9759878;12,6392601;387,0953535;8,113368369;2,595313315;22,34328563;4,667961383;8,349279531;0,368393293;1,205413069;52,16251464;19,46528566;78,05783212;51,64972744;62,39065807;90,49895009;30,03509353;184,7602765;9,540994616;0,293398593;9,834393209
McNay, IA;Rural;7;21;08/01 - 08/26;2002;Summer;0,688773911;5,419046999;7,498059708;15,14985329;15,02265509;234,4479096;757,7205253;1,541088361;2,338889297;4,162063455;5,736609845;5,157151392;7,23818312;0,353616757;30,87628072;4,261572249;31,74618948;19,73446858;1,807310437;87,51322488;8,19375597;190,4860783;4,179369333;2,002866849;17,73708193;3,916608431;5,590952046;0,570517083;1,855190031;65,10384456;21,48784237;50,22021334;65,96423508;62,51488534;193,3946193;59,14831537;497,3063008;16,12902602;0,229502005;16,35852803
McNay, IA;Rural;7;22;02/13 - 03/10;2003;Winter;0,612803166;4,006562648;5,626029453;9,599795018;9,838534149;161,0307259;542,1860221;1,957779064;2,418415581;4,125932214;4,570908862;4,300554524;5,618347254;0,388246558;25,91501451;3,038900947;23,27115591;16,70907997;1,942710134;54,03511582;4,846286177;133,5269734;2,839754691;2,750818456;11,26417314;2,877279282;3,849373022;0,655055265;1,760996562;92,8624308;30,61740718;63,45526556;67,58592528;54,27621871;136,2384944;47,0321998;347,1727901;12,189201;0,303437223;12,49263822
McNay, IA;Rural;7;23;05/01 - 05/26;2003;Spring;0,558654946;3,329976325;3,962001672;7,234206027;7,83676767;108,664453;476,6187488;1,357641284;1,64996745;2,614759342;3,507336271;3,293579984;3,618836173;0,299836522;15,3263258;1,978112237;15,64927111;32,09521768;2,718748887;91,33343982;8,813113955;244,0865714;6,341051378;2,189557646;13,24422402;3,095422129;6,354338931;0,446577325;1,399814822;68,64523194;21,83722677;53,72908712;45,42032246;44,23368621;104,9485599;28,55206279;239,7536736;9,240947973;0,24761827;9,488566243
McNay, IA;Rural;7;24;07/31 - 08/25;2003;Summer;2,91781709;16,66132089;16,85995163;39,39613472;40,03748163;555,7302077;1383,877184;1,476965885;1,492532558;2,395399562;4,112092203;3,835005433;4,132017544;0,279577438;22,87366855;2,243468838;24,21800638;54,84014183;3,221678537;431,1968278;27,50693295;902,8670041;12,26840592;3,55854133;72,86697123;15,86306193;27,80394506;0,3555428;2,352435546;56,2872197;65,15026035;77,67084636;216,3767475;83,54508589;404,7334846;46,74360413;1259,343804;37,58635849;0,417752702;38,00411119
McNay, IA;Rural;7;25;11/06 - 12/01;2003;Fall;1,519851354;8,859796994;11,30404451;20,29709861;21,00060011;343,647275;1248,535078;2,740174341;3,159153901;5,679033832;6,737287362;6,091410562;7,791939348;0,880577384;24,54992122;6,042189468;34,54240365;21,73771601;2,215549506;130,920908;9,573502863;298,6279813;5,049964235;2,252765455;29,14489046;6,425153592;11,01291975;0,533628694;1,88300699;151,5649554;41,7094752;97,4133479;114,7781899;107,0612827;337,6447025;51,23435722;871,8736541;23,98976344;0,258902993;24,24866643
McNay, IA;Rural;7;26;02/18 - 03/15;2004;Winter;0,485785354;2,973938872;4,181786503;7,141863796;7,615047714;110,5473566;389,0693334;1,726396718;1,575179487;2,597786011;3,489967672;3,246759959;4,231562175;0,292353313;17,87072632;2,273299036;20,62918064;21,49174893;2,073566277;75,23687303;6,749329067;201,6229744;4,229671959;2,486263303;13,50495885;3,265662113;5,841395611;0,483895139;1,500200944;68,33821695;18,4251895;41,1462085;37,70286614;39,59245145;90,73978955;32,23888353;233,1265641;8,908712572;0,275272961;9,183985533
McNay, IA;Rural;7;27;05/25 - 06/23;2004;Spring;0,420001408;1,969816578;1,890505149;3,402410453;3,345046841;56,18940448;224,4663105;0,743232895;0,705323029;1,110360016;1,500432582;1,562285521;1,729887033;0,094774664;8,824518887;0,762187828;7,946606206;30,25207289;2,159864721;153,3853122;11,92165516;384,086798;7,754063993;1,839127304;26,55935267;5,517381912;10,7279932;0,256390408;1,008601955;38,71644805;14,65266194;36,23035896;28,82546478;28,20643658;52,800462;15,98000605;125,9505409;4,898428182;0,213306444;5,111734626
McNay, IA;Rural;7;28;08/04 - 08/31;2004;Summer;0,460311082;2,208685632;2,633810028;5,567572139;5,230126045;77,30053614;317,2460519;1,218266925;1,346900222;2,358084843;3,713060698;3,673836195;4,69367328;0,357635177;19,74319225;2,119276838;16,29316646;38,95050857;3,271785037;151,4723413;12,6089473;373,4980274;8,906269564;3,246981307;23,78331609;5,302229911;9,92726031;0,542797905;1,989489879;45,69366214;25,97065897;54,34093462;43,39095307;56,45617364;86,01933565;34,42180893;187,4700523;7,21731904;0,363483291;7,580802331
McNay, IA;Rural;7;29;11/05 - 11/30;2004;Fall;1,069049536;6,979064834;9,786726511;19,36456637;20,39563651;284,8454356;956,5180061;2,178891752;2,292126604;4,289561264;6,192750767;5,064622178;6,609820751;1,201977406;29,33837655;3,679781035;32,95204531;36,17396368;2,755615844;156,1009253;13,23441127;379,7939142;7,732322764;2,934259648;22,91774943;4,993586649;9,366139917;0,742708099;2,046667204;97,05211484;39,80591882;71,60240598;94,05525953;75,04446415;270,7789944;64,65780392;691,0139272;19,95872272;0,33803686;20,29675958
Lake Scott, KS;Rural;8;1;06/16 - 07/14;1998;Summer;0,279771862;0,755384028;0,547725775;1,046732657;0,366838795;12,24725445;57,48129971;0,585591449;0,45221745;0,741636617;0,960630454;0,785049492;0,837627308;0,159662908;4,116264113;0,767684342;1,986621404;37,42768677;;237,5854007;;525,3543968;;3,769443477;44,59370536;9,442541529;;0;;20,3377261;3,090755528;13,07161671;3,775714225;18,62894709;12,98672042;6,365292228;31,90436313;1,989351688;0,405196398;2,394548085
Lake Scott, KS;Rural;8;2;08/18 - 09/15;1998;Summer;0,119111145;0,53864173;0,57850554;1,13251645;1,194233313;17,61452112;88,83530115;0,311225895;0,352770709;0,507663226;0,801118506;0,749007381;0,715867586;0,183709729;4,031768167;0,38494993;3,648018954;16,41236307;;85,0900241;;251,4369028;;1,12411143;15,30746312;2,952083273;;0;;14,58967438;1,330634785;8,254930654;1,786667173;15,62012987;12,74225092;6,847209825;31,78082262;1,635310792;0,124695973;1,760006765
Lake Scott, KS;Rural;8;3;11/24 - 12/22;1998;Fall;0,840555849;4,857590577;6,250426787;12,27696952;11,94733492;189,4041781;846,9949921;0,404180066;0,740749129;1,3965511;1,974588033;1,452769773;2,444645487;0,90519494;8,752033926;1,930009349;9,450433305;5,13298778;;44,05983745;;104,9141987;;0,879438368;7,517452044;1,606813891;;0;;18,78223778;14,96506415;15,3211983;33,70792409;18,95114146;136,876372;20,12182723;368,8695386;12,16274102;0,093200085;12,25594111
Lake Scott, KS;Rural;8;4;01/26 - 02/23;1999;Winter;0,160912526;0,651108127;1,012935309;2,137514983;2,161923063;30,8825489;97,75955739;0,360245177;0,329961078;0,597545952;0,708286314;0,623762038;0,932705047;0,309621012;3,765398302;0,557769822;4,067561289;5,883251221;;38,50329379;;115,0260138;;0,915754992;8,002234144;1,676925479;;0,11028836;;13,32206552;4,044057212;6,783186161;0,651108127;6,576621486;29,23387351;6,434467022;68,3175372;2,208487871;0,100368729;2,3088566
Lake Scott, KS;Rural;8;5;03/23 - 04/20;1999;Spring;0,102542958;0,428353207;0,71561894;1,247484778;1,410874739;21,283603;80,15538172;0,209449446;0,362657837;0,61477291;0,84555517;0,634893633;0,920462437;0,282417366;4,110687792;0;4,174928652;0;;0;;0;;0;0;0;;0;;13,45349062;2,271217428;6,611717807;3,024168792;11,396571;18,05483313;6,946739953;46,39208257;1,632125425;0;1,632125425
Lake Scott, KS;Rural;8;6;05/18 - 06/15;1999;Spring;0,425482448;1,715172475;2,745158806;5,217371233;4,906168221;72,8259192;269,4917544;0,510578938;0,440196539;0,765132703;0,994917748;0,89216435;0,981675067;0,21482572;5,359607441;0,466191432;4,625619563;26,748745;;113,3983069;;341,3462984;;1,556015064;14,39332326;3,102465968;;0,115260375;;27,40940766;6,080843107;14,30651013;10,08283047;21,38153528;84,51037841;9,868740455;169,5475213;4,898439032;0,175901404;5,074340436
Lake Scott, KS;Rural;8;7;07/13 - 08/10;1999;Summer;0,214405734;0,545137983;0,453141196;0,994224224;0,452887761;13,50325283;46,87451689;0,3340269;0,384206965;0,789195573;0,824422993;0,681992706;0,902987741;0;5,350005956;0,316033038;2,75863642;18,42900915;;106,8969712;;264,1217602;;1,962598111;17,47812225;3,796451408;;0;;16,27430755;2,798172229;3,985006805;14,08818006;23,37909519;13,27870971;8,459142529;32,00373056;1,678779813;0,209871511;1,888651325
Lake Scott, KS;Rural;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lake Scott, KS;Rural;8;9;11/09 - 12/07;1999;Fall;0,597611854;1,454466983;4,315925766;1,883470004;4,578334053;74,10099266;248,0661775;0,508991512;0;1,099697885;1,751114947;1,202416918;1,525248166;0,454610847;8,414328874;1,168464969;17,89728097;11,04934542;;69,13710258;;200,5699899;;1,108329737;11,76866638;2,452884477;;0,177528413;;19,58826068;9,017119839;11,93295929;10,86635017;13,14803625;54,98201698;16,10300676;150,5981873;4,920626327;0,12578162;5,046407947
Lake Scott, KS;Rural;8;10;01/18 - 02/15;2000;Winter;0,289773923;1,312060882;1,775386453;3,290966609;3,206536078;44,57958118;136,7774609;1,647698303;2,092000945;3,114027317;3,149467293;2,379690164;2,67024585;0,921699968;10,52489115;1,275317965;9,374394869;8,492304286;;62,40067743;;170,7565804;;2,318712558;10,66717223;2,389853098;;0,359090347;;70,33584444;6,399782165;32,90992668;10,34117657;25,23899596;45,53281231;16,47411656;100,0379321;5,110615559;0,250879625;5,361495185
Lake Scott, KS;Rural;8;11;04/04 - 05/02;2000;Spring;0,447735632;2,738816585;5,033365371;14,12602066;11,80835299;205,1184048;538,1705234;0,472010455;0,480102063;0,850004134;1,307372633;1,044202722;1,565918768;0,45004752;9,734204192;1,098532088;21,76835157;61,57983262;;285,5158493;;712,859859;;2,329612419;56,46015676;12,15166835;;0,14641957;;22,27003126;6,821996011;11,49123903;20,02133492;19,9735559;145,8951566;23,8116752;373,9474898;9,364178705;0,275521438;9,639700143
